timestamp,login,event,subsystem,comment,description
2006-12-19 00:04:38,user987@outlook.com,restore_attempt,db,Debug information for restore_attempt,System event: restore_attempt
2021-04-26 16:30:56,user31@yahoo.com,warning_failed,messaging,Routine operation: warning_failed,Failed attempt to perform warning
2014-09-21 12:37:55,user303@yahoo.com,read_partial,reporting_frontend,Routine operation: read_partial,System event: read_partial
2009-11-21 10:19:20,user927@domain.net,error_partial,ui_frontend,System recorded error_partial for subsystem ui_frontend,System event: error_partial
2000-10-16 10:01:39,user388@gmail.com,read_complete,storage,Failed to perform read_complete in storage by user388@gmail.com,System event: read_complete
2009-09-14 20:57:43,user145@yahoo.com,error_complete,db_backend,Debug information for error_complete,System event: error_complete
2004-01-26 16:46:56,user198@domain.net,config_change_attempt,network,Debug information for config_change_attempt,System event: config_change_attempt
2015-05-01 05:30:18,user835@domain.net,password_reset_complete,monitoring,Failed to perform password_reset_complete in monitoring by user835@domain.net,System event: password_reset_complete
2017-08-03 05:20:32,user271@company.org,delete_complete,db,delete_complete operation was initiated by user271@company.org,System event: delete_complete
2010-01-19 05:34:36,user348@domain.net,warning_attempt,messaging_legacy,Failed to perform warning_attempt in messaging_legacy by user348@domain.net,System event: warning_attempt
2012-02-05 16:11:42,user762@outlook.com,error_partial,api,Routine operation: error_partial,System event: error_partial
2021-04-09 07:40:40,user207@yahoo.com,session_start_failed,db_backend,Debug information for session_start_failed,Failed attempt to perform session_start
2011-12-19 03:04:59,user418@gmail.com,login,storage_backend,System recorded login for subsystem storage_backend,User authentication in the system
2008-02-18 09:53:52,user13@outlook.com,session_start_attempt,api,session_start_attempt operation was initiated by user13@outlook.com,System event: session_start_attempt
2004-01-04 08:01:39,user892@outlook.com,search_attempt,db_v2,Routine operation: search_attempt,System event: search_attempt
2007-08-16 14:24:43,user854@outlook.com,login_success,monitoring,login_success operation was initiated by user854@outlook.com,Successful completion of login
2010-12-14 18:38:49,user142@yahoo.com,read_partial,billing_legacy,Unexpected behavior during read_partial,System event: read_partial
2022-10-05 16:03:33,user644@yahoo.com,error_partial,storage,Security-related action: error_partial,System event: error_partial
2005-06-26 06:32:16,user744@gmail.com,search_failed,network,User user744@gmail.com performed search_failed in network,Failed attempt to perform search
2001-11-10 07:24:05,user978@company.org,delete_complete,billing,Performance issue detected during delete_complete,System event: delete_complete
2000-11-22 08:21:56,user112@domain.net,read,auth,User user112@domain.net performed read in auth,System event: read
2019-01-03 13:40:13,user741@gmail.com,read_partial,messaging,Debug information for read_partial,System event: read_partial
2020-06-01 03:42:06,user799@outlook.com,password_reset_complete,billing,Unexpected behavior during password_reset_complete,System event: password_reset_complete
2011-05-15 04:44:02,user431@company.org,auth,network_v2,Unexpected behavior during auth,System event: auth
2003-12-11 05:52:13,user281@yahoo.com,search_failed,api,System recorded search_failed for subsystem api,Failed attempt to perform search
2009-11-13 20:57:21,user761@domain.net,session_end,reporting,Failed to perform session_end in reporting by user761@domain.net,System event: session_end
2015-05-25 00:03:19,user600@company.org,warning_attempt,billing_legacy,System recorded warning_attempt for subsystem billing_legacy,System event: warning_attempt
2008-05-25 08:03:26,user876@yahoo.com,error_partial,network_v2,Routine operation: error_partial,System event: error_partial
2020-02-26 08:19:25,user466@gmail.com,update_partial,messaging_legacy,System recorded update_partial for subsystem messaging_legacy,System event: update_partial
2011-12-14 23:42:51,user414@company.org,read_partial,ui_frontend,Security-related action: read_partial,System event: read_partial
2000-04-21 14:37:31,user119@yahoo.com,import,reporting_frontend,Debug information for import,System event: import
2000-01-05 01:34:43,user150@company.org,config_change_attempt,storage_backend,Performance issue detected during config_change_attempt,System event: config_change_attempt
2017-11-05 19:15:50,user834@domain.net,warning,storage,System recorded warning for subsystem storage,Potential issue that needs attention
2018-11-16 18:12:46,user99@outlook.com,auth,storage_backend,Performance issue detected during auth,System event: auth
2017-11-25 13:30:54,user226@outlook.com,login_success,billing,login_success operation was initiated by user226@outlook.com,Successful completion of login
2022-05-25 10:28:53,user53@gmail.com,session_start_failed,auth,Security-related action: session_start_failed,Failed attempt to perform session_start
2020-03-14 09:24:54,user421@gmail.com,restore_attempt,billing_legacy,Security-related action: restore_attempt,System event: restore_attempt
2014-12-11 09:22:45,user728@gmail.com,error,db_v2,Action error completed successfully in db_v2,System or application error occurred
2005-03-28 03:48:25,user346@yahoo.com,info,db,Performance issue detected during info,Informational message about system operation
2010-11-08 01:00:01,user918@company.org,session_start_attempt,storage,Failed to perform session_start_attempt in storage by user918@company.org,System event: session_start_attempt
2022-06-21 00:33:54,user294@gmail.com,warning_partial,storage,Failed to perform warning_partial in storage by user294@gmail.com,System event: warning_partial
2014-09-28 03:27:32,user700@yahoo.com,session_start_complete,billing,System recorded session_start_complete for subsystem billing,System event: session_start_complete
2000-04-03 17:59:30,user467@outlook.com,session_start_failed,billing,Unexpected behavior during session_start_failed,Failed attempt to perform session_start
2022-01-21 09:39:59,user854@outlook.com,config_change_attempt,auth_legacy,config_change_attempt operation was initiated by user854@outlook.com,System event: config_change_attempt
2007-12-30 18:10:31,user607@yahoo.com,restore,ui,Failed to perform restore in ui by user607@yahoo.com,System event: restore
2024-08-01 12:23:11,user474@yahoo.com,import,db,Action import completed successfully in db,System event: import
2006-10-04 07:23:00,user191@company.org,session_end,storage_backend,session_end operation was initiated by user191@company.org,System event: session_end
2013-06-12 03:40:26,user202@gmail.com,config_change_success,db_backend,Security-related action: config_change_success,Successful completion of config_change
2004-04-01 15:36:01,user310@outlook.com,create_attempt,billing_legacy,Failed to perform create_attempt in billing_legacy by user310@outlook.com,System event: create_attempt
2018-07-15 05:49:07,user605@yahoo.com,delete_complete,network_v2,Unexpected behavior during delete_complete,System event: delete_complete
2010-10-01 02:32:28,user94@company.org,session_start_complete,reporting_frontend,Unexpected behavior during session_start_complete,System event: session_start_complete
2011-05-20 22:01:43,user799@outlook.com,read_partial,auth_legacy,Action read_partial completed successfully in auth_legacy,System event: read_partial
2001-07-25 09:34:09,user784@yahoo.com,update,ui_frontend,Debug information for update,Modification of an existing resource
2013-03-26 14:56:59,user66@outlook.com,delete_complete,db_v2,System recorded delete_complete for subsystem db_v2,System event: delete_complete
2023-02-18 15:16:50,user143@yahoo.com,create_partial,auth,Failed to perform create_partial in auth by user143@yahoo.com,System event: create_partial
2011-09-25 22:14:53,user233@yahoo.com,audit_attempt,ui_frontend,Action audit_attempt completed successfully in ui_frontend,System event: audit_attempt
2011-12-11 21:28:37,user828@outlook.com,auth_partial,reporting_frontend,auth_partial operation was initiated by user828@outlook.com,System event: auth_partial
2002-05-27 05:54:38,user868@domain.net,update,messaging,update operation was initiated by user868@domain.net,Modification of an existing resource
2019-08-26 18:07:23,user689@outlook.com,logout_success,monitoring,Action logout_success completed successfully in monitoring,Successful completion of logout
2003-12-12 09:47:50,user632@domain.net,audit,reporting_frontend,System recorded audit for subsystem reporting_frontend,System event: audit
2004-08-16 06:56:05,user813@outlook.com,import,ui_new,System recorded import for subsystem ui_new,System event: import
2005-04-20 07:16:39,user458@company.org,login_failed,db,System recorded login_failed for subsystem db,Failed attempt to perform login
2001-11-16 12:08:13,user885@domain.net,logout_success,billing,Security-related action: logout_success,Successful completion of logout
2009-12-15 06:00:26,user740@yahoo.com,session_end_success,db,User user740@yahoo.com performed session_end_success in db,Successful completion of session_end
2009-08-03 04:49:38,user522@gmail.com,login_failed,network,Debug information for login_failed,Failed attempt to perform login
2022-11-12 09:01:12,user657@gmail.com,delete_complete,ui_frontend,User user657@gmail.com performed delete_complete in ui_frontend,System event: delete_complete
2016-06-27 20:30:40,user645@company.org,restore_attempt,storage_backend,User user645@company.org performed restore_attempt in storage_backend,System event: restore_attempt
2012-01-07 23:08:47,user191@company.org,delete_partial,ui_frontend,User user191@company.org performed delete_partial in ui_frontend,System event: delete_partial
2023-12-14 19:42:22,user787@yahoo.com,config_change_attempt,db_backend,Failed to perform config_change_attempt in db_backend by user787@yahoo.com,System event: config_change_attempt
2006-12-26 01:22:22,user54@domain.net,warning_attempt,billing_legacy,User user54@domain.net performed warning_attempt in billing_legacy,System event: warning_attempt
2008-06-06 23:27:13,user864@domain.net,search_attempt,api,Debug information for search_attempt,System event: search_attempt
2001-05-02 01:45:39,user501@gmail.com,warning_attempt,api,Routine operation: warning_attempt,System event: warning_attempt
2010-12-12 13:33:27,user776@company.org,config_change,auth_legacy,Action config_change completed successfully in auth_legacy,System event: config_change
2019-03-04 19:40:33,user354@yahoo.com,import_partial,db,User user354@yahoo.com performed import_partial in db,System event: import_partial
2018-09-24 16:50:32,user250@yahoo.com,restore,ui_new,Failed to perform restore in ui_new by user250@yahoo.com,System event: restore
2021-06-17 17:37:46,user198@domain.net,backup_attempt,storage,Routine operation: backup_attempt,System event: backup_attempt
2003-08-15 05:17:51,user325@yahoo.com,config_change_attempt,reporting,Action config_change_attempt completed successfully in reporting,System event: config_change_attempt
2004-01-07 20:58:16,user798@gmail.com,info_complete,api,Action info_complete completed successfully in api,System event: info_complete
2005-04-02 01:03:52,user785@gmail.com,password_reset_failed,reporting_frontend,Unexpected behavior during password_reset_failed,Failed attempt to perform password_reset
2003-08-03 18:37:28,user72@outlook.com,delete_complete,network_v2,Unexpected behavior during delete_complete,System event: delete_complete
2024-07-02 13:07:11,user212@domain.net,audit_attempt,db_v2,Unexpected behavior during audit_attempt,System event: audit_attempt
2004-12-04 22:39:00,user595@yahoo.com,audit_attempt,storage_backend,Action audit_attempt completed successfully in storage_backend,System event: audit_attempt
2007-08-07 12:36:36,user799@outlook.com,password_reset_failed,ui,System recorded password_reset_failed for subsystem ui,Failed attempt to perform password_reset
2014-12-05 21:40:23,user617@gmail.com,read_complete,storage_backend,System recorded read_complete for subsystem storage_backend,System event: read_complete
2002-02-01 05:48:17,user786@outlook.com,warning_failed,ui,Routine operation: warning_failed,Failed attempt to perform warning
2016-05-26 17:41:49,user687@outlook.com,error_success,db_v2,Routine operation: error_success,Successful completion of error
2011-01-12 22:12:07,user784@yahoo.com,delete_attempt,messaging_legacy,delete_attempt operation was initiated by user784@yahoo.com,System event: delete_attempt
2023-06-05 16:12:56,user391@outlook.com,config_change_attempt,ui_new,Unexpected behavior during config_change_attempt,System event: config_change_attempt
2016-06-28 16:49:50,user273@outlook.com,update,auth,Unexpected behavior during update,Modification of an existing resource
2022-01-05 01:57:01,user913@outlook.com,search_failed,storage,Action search_failed completed successfully in storage,Failed attempt to perform search
2000-08-15 03:52:30,user594@outlook.com,update,storage,Performance issue detected during update,Modification of an existing resource
2022-07-13 13:13:02,user435@outlook.com,import_partial,db_v2,import_partial operation was initiated by user435@outlook.com,System event: import_partial
2004-03-26 16:46:52,user57@gmail.com,read,reporting_frontend,Performance issue detected during read,System event: read
2011-05-22 05:50:42,user577@domain.net,backup_attempt,network_v2,Action backup_attempt completed successfully in network_v2,System event: backup_attempt
2001-12-26 21:43:45,user376@gmail.com,config_change_partial,reporting,Debug information for config_change_partial,System event: config_change_partial
2023-01-23 11:05:56,user971@company.org,restore_attempt,auth,restore_attempt operation was initiated by user971@company.org,System event: restore_attempt
2010-04-28 11:23:51,user190@outlook.com,info_complete,ui_frontend,System recorded info_complete for subsystem ui_frontend,System event: info_complete
2018-03-25 20:50:11,user252@domain.net,restore_attempt,auth,restore_attempt operation was initiated by user252@domain.net,System event: restore_attempt
2004-11-13 14:04:50,user663@company.org,error_failed,messaging_legacy,error_failed operation was initiated by user663@company.org,Failed attempt to perform error
2001-11-16 15:25:50,user307@gmail.com,session_start_partial,ui_new,System recorded session_start_partial for subsystem ui_new,System event: session_start_partial
2012-03-06 07:21:32,user360@yahoo.com,error_complete,db_backend,Debug information for error_complete,System event: error_complete
2019-11-20 01:24:03,user47@gmail.com,export,api,export operation was initiated by user47@gmail.com,System event: export
2013-12-12 10:53:27,user657@gmail.com,info_complete,ui_frontend,User user657@gmail.com performed info_complete in ui_frontend,System event: info_complete
2004-06-26 00:18:51,user280@domain.net,import_failed,ui,Routine operation: import_failed,Failed attempt to perform import
2004-01-28 17:21:29,user46@yahoo.com,login_failed,ui,System recorded login_failed for subsystem ui,Failed attempt to perform login
2024-11-09 17:13:22,user352@outlook.com,update_partial,reporting,Routine operation: update_partial,System event: update_partial
2004-05-11 23:28:19,user684@yahoo.com,search_success,ui_frontend,Action search_success completed successfully in ui_frontend,Successful completion of search
2011-09-28 15:59:15,user414@company.org,session_start,auth_legacy,session_start operation was initiated by user414@company.org,System event: session_start
2002-07-07 16:59:57,user574@domain.net,warning_attempt,monitoring,Failed to perform warning_attempt in monitoring by user574@domain.net,System event: warning_attempt
2011-09-14 08:30:36,user877@outlook.com,error_complete,db_backend,User user877@outlook.com performed error_complete in db_backend,System event: error_complete
2020-04-14 04:16:13,user760@yahoo.com,search_attempt,ui_frontend,Action search_attempt completed successfully in ui_frontend,System event: search_attempt
2008-07-24 04:43:16,user995@domain.net,create_partial,messaging_legacy,Security-related action: create_partial,System event: create_partial
2012-07-17 18:06:42,user263@yahoo.com,error_success,db,Security-related action: error_success,Successful completion of error
2016-09-28 01:20:22,user953@gmail.com,login_failed,reporting,User user953@gmail.com performed login_failed in reporting,Failed attempt to perform login
2005-02-15 20:44:13,user198@domain.net,update_partial,billing,Performance issue detected during update_partial,System event: update_partial
2005-09-22 05:47:49,user360@yahoo.com,session_start_complete,db_v2,Routine operation: session_start_complete,System event: session_start_complete
2012-01-29 15:14:22,user523@domain.net,warning_attempt,storage_backend,Security-related action: warning_attempt,System event: warning_attempt
2013-03-17 06:44:15,user67@company.org,delete_attempt,ui_new,User user67@company.org performed delete_attempt in ui_new,System event: delete_attempt
2010-10-16 19:15:48,user677@domain.net,config_change_success,auth_legacy,System recorded config_change_success for subsystem auth_legacy,Successful completion of config_change
2005-04-21 10:54:08,user382@yahoo.com,password_reset_failed,messaging_legacy,password_reset_failed operation was initiated by user382@yahoo.com,Failed attempt to perform password_reset
2019-12-23 19:08:25,user679@domain.net,delete_partial,reporting,Action delete_partial completed successfully in reporting,System event: delete_partial
2008-10-21 22:14:36,user635@domain.net,auth,auth_legacy,Routine operation: auth,System event: auth
2010-08-19 12:05:37,user845@yahoo.com,delete_complete,ui_frontend,System recorded delete_complete for subsystem ui_frontend,System event: delete_complete
2012-04-23 05:40:03,user601@outlook.com,config_change_attempt,db,Performance issue detected during config_change_attempt,System event: config_change_attempt
2014-04-26 22:20:43,user610@yahoo.com,warning_failed,db_backend,User user610@yahoo.com performed warning_failed in db_backend,Failed attempt to perform warning
2016-12-28 22:56:17,user859@domain.net,create_attempt,ui,Failed to perform create_attempt in ui by user859@domain.net,System event: create_attempt
2019-07-24 19:45:53,user564@outlook.com,info_partial,reporting,info_partial operation was initiated by user564@outlook.com,System event: info_partial
2007-03-03 15:43:53,user415@outlook.com,error_attempt,messaging,Security-related action: error_attempt,System event: error_attempt
2005-11-22 07:19:50,user712@outlook.com,password_reset_complete,ui,password_reset_complete operation was initiated by user712@outlook.com,System event: password_reset_complete
2012-11-18 08:11:11,user341@outlook.com,login_partial,api,Failed to perform login_partial in api by user341@outlook.com,System event: login_partial
2005-11-27 13:20:23,user631@gmail.com,create,network,Security-related action: create,Creation of a new resource
2014-12-30 04:53:03,user609@gmail.com,session_start_complete,billing_legacy,Action session_start_complete completed successfully in billing_legacy,System event: session_start_complete
2017-07-26 08:06:46,user491@gmail.com,warning_failed,db_backend,Security-related action: warning_failed,Failed attempt to perform warning
2021-07-25 06:00:10,user523@domain.net,read_complete,db,Unexpected behavior during read_complete,System event: read_complete
2019-09-18 15:29:02,user917@domain.net,create,network_v2,System recorded create for subsystem network_v2,Creation of a new resource
2018-02-18 11:41:54,user382@yahoo.com,password_reset_complete,storage,Unexpected behavior during password_reset_complete,System event: password_reset_complete
2022-12-20 16:28:33,user440@yahoo.com,password_reset_failed,auth_legacy,password_reset_failed operation was initiated by user440@yahoo.com,Failed attempt to perform password_reset
2003-02-24 23:17:18,user640@yahoo.com,backup_attempt,db_v2,Action backup_attempt completed successfully in db_v2,System event: backup_attempt
2000-03-02 16:41:10,user388@gmail.com,logout_complete,network,Security-related action: logout_complete,System event: logout_complete
2008-01-06 21:54:38,user144@outlook.com,read_complete,messaging,Performance issue detected during read_complete,System event: read_complete
2022-07-08 08:11:24,user497@gmail.com,password_reset_failed,reporting_frontend,System recorded password_reset_failed for subsystem reporting_frontend,Failed attempt to perform password_reset
2018-09-04 22:51:16,user585@gmail.com,read_success,auth,Failed to perform read_success in auth by user585@gmail.com,Successful completion of read
2022-06-16 20:59:55,user292@gmail.com,password_reset_complete,billing,User user292@gmail.com performed password_reset_complete in billing,System event: password_reset_complete
2002-08-27 15:48:17,user348@domain.net,logout,storage_backend,User user348@domain.net performed logout in storage_backend,User session termination
2017-07-28 10:55:50,user120@domain.net,create_attempt,ui_frontend,Unexpected behavior during create_attempt,System event: create_attempt
2023-06-15 03:38:59,user442@yahoo.com,delete,ui_new,Failed to perform delete in ui_new by user442@yahoo.com,Removal of a resource
2013-11-28 17:37:07,user72@outlook.com,session_start_attempt,reporting,User user72@outlook.com performed session_start_attempt in reporting,System event: session_start_attempt
2005-09-22 06:42:51,user33@outlook.com,restore_attempt,storage_backend,Routine operation: restore_attempt,System event: restore_attempt
2009-11-24 04:55:08,user783@outlook.com,warning_partial,ui,Performance issue detected during warning_partial,System event: warning_partial
2003-07-05 13:50:15,user44@outlook.com,backup,db_v2,System recorded backup for subsystem db_v2,System event: backup
2003-07-24 21:35:11,user101@domain.net,config_change_attempt,db,Security-related action: config_change_attempt,System event: config_change_attempt
2014-07-07 02:18:25,user993@outlook.com,warning_partial,storage_backend,Debug information for warning_partial,System event: warning_partial
2021-08-18 04:36:22,user911@outlook.com,search_attempt,ui_frontend,search_attempt operation was initiated by user911@outlook.com,System event: search_attempt
2016-03-02 07:47:48,user996@company.org,info_failed,api,Failed to perform info_failed in api by user996@company.org,Failed attempt to perform info
2012-03-23 19:46:00,user893@company.org,delete_complete,auth,System recorded delete_complete for subsystem auth,System event: delete_complete
2011-08-05 17:00:54,user927@domain.net,error_complete,reporting,User user927@domain.net performed error_complete in reporting,System event: error_complete
2005-08-06 16:21:32,user448@gmail.com,import_attempt,billing_legacy,import_attempt operation was initiated by user448@gmail.com,System event: import_attempt
2008-03-01 16:51:00,user748@domain.net,backup_attempt,reporting_frontend,backup_attempt operation was initiated by user748@domain.net,System event: backup_attempt
2015-09-22 12:39:24,user767@domain.net,auth,ui_new,Debug information for auth,System event: auth
2007-12-13 15:40:01,user926@gmail.com,session_start,db_backend,User user926@gmail.com performed session_start in db_backend,System event: session_start
2021-11-16 23:30:44,user999@yahoo.com,auth_partial,ui_new,Security-related action: auth_partial,System event: auth_partial
2002-08-17 07:35:50,user706@yahoo.com,logout_complete,db,Security-related action: logout_complete,System event: logout_complete
2024-04-23 08:00:01,user29@yahoo.com,read,messaging_legacy,System recorded read for subsystem messaging_legacy,System event: read
2020-11-03 16:51:38,user747@company.org,login_success,db_v2,Debug information for login_success,Successful completion of login
2006-02-17 22:06:01,user349@company.org,config_change_attempt,api,Debug information for config_change_attempt,System event: config_change_attempt
2002-02-13 15:05:40,user816@yahoo.com,error_partial,messaging_legacy,Debug information for error_partial,System event: error_partial
2007-07-06 09:15:28,user304@outlook.com,config_change_partial,storage_backend,Security-related action: config_change_partial,System event: config_change_partial
2022-10-06 06:04:20,user556@company.org,import_partial,reporting_frontend,Action import_partial completed successfully in reporting_frontend,System event: import_partial
2022-01-24 13:48:52,user410@outlook.com,password_reset,auth,Action password_reset completed successfully in auth,System event: password_reset
2017-03-11 01:54:33,user552@gmail.com,warning_attempt,auth,Unexpected behavior during warning_attempt,System event: warning_attempt
2006-10-09 08:03:49,user323@outlook.com,logout,billing,Failed to perform logout in billing by user323@outlook.com,User session termination
2017-07-19 03:40:02,user2@yahoo.com,login_failed,ui_frontend,System recorded login_failed for subsystem ui_frontend,Failed attempt to perform login
2013-05-27 22:07:22,user566@outlook.com,delete_complete,monitoring,delete_complete operation was initiated by user566@outlook.com,System event: delete_complete
2024-07-15 10:52:49,user114@domain.net,backup_attempt,ui_new,Debug information for backup_attempt,System event: backup_attempt
2000-05-06 04:11:23,user809@outlook.com,backup_success,db_backend,Action backup_success completed successfully in db_backend,Successful completion of backup
2019-02-21 03:15:36,user473@yahoo.com,logout_success,auth,logout_success operation was initiated by user473@yahoo.com,Successful completion of logout
2010-02-07 05:01:13,user450@yahoo.com,error_partial,db,error_partial operation was initiated by user450@yahoo.com,System event: error_partial
2015-06-12 11:30:07,user306@outlook.com,session_start,billing,Action session_start completed successfully in billing,System event: session_start
2011-10-18 21:27:23,user371@company.org,session_start_complete,ui_new,Unexpected behavior during session_start_complete,System event: session_start_complete
2002-06-29 01:46:27,user165@gmail.com,search,api,User user165@gmail.com performed search in api,System event: search
2002-08-30 04:21:41,user463@domain.net,login_success,db_v2,User user463@domain.net performed login_success in db_v2,Successful completion of login
2000-07-07 21:14:21,user886@yahoo.com,update_partial,billing_legacy,User user886@yahoo.com performed update_partial in billing_legacy,System event: update_partial
2007-11-23 15:09:24,user467@outlook.com,logout_complete,messaging,Action logout_complete completed successfully in messaging,System event: logout_complete
2022-06-21 04:39:11,user342@yahoo.com,logout_success,auth,Routine operation: logout_success,Successful completion of logout
2020-10-04 17:28:57,user990@company.org,restore,monitoring,Failed to perform restore in monitoring by user990@company.org,System event: restore
2003-10-12 09:05:11,user552@gmail.com,config_change,ui_new,Failed to perform config_change in ui_new by user552@gmail.com,System event: config_change
2002-08-21 05:33:04,user940@yahoo.com,import,auth,System recorded import for subsystem auth,System event: import
2021-03-28 01:05:32,user644@yahoo.com,audit,auth,Performance issue detected during audit,System event: audit
2003-02-25 01:26:21,user591@company.org,login_failed,reporting_frontend,Security-related action: login_failed,Failed attempt to perform login
2019-09-26 14:15:27,user925@yahoo.com,warning,db,Debug information for warning,Potential issue that needs attention
2018-10-18 16:09:48,user435@outlook.com,search_success,db_v2,Routine operation: search_success,Successful completion of search
2009-09-11 09:21:59,user312@company.org,auth_partial,auth_legacy,Action auth_partial completed successfully in auth_legacy,System event: auth_partial
2020-04-16 16:53:51,user228@gmail.com,logout_success,api,Action logout_success completed successfully in api,Successful completion of logout
2012-01-28 04:34:28,user182@gmail.com,logout_success,auth,Security-related action: logout_success,Successful completion of logout
2015-03-09 04:57:41,user653@company.org,create_attempt,storage_backend,Unexpected behavior during create_attempt,System event: create_attempt
2016-04-14 03:27:33,user107@domain.net,delete_complete,storage_backend,Debug information for delete_complete,System event: delete_complete
2024-10-22 15:00:03,user845@yahoo.com,auth,ui,Performance issue detected during auth,System event: auth
2006-06-27 23:27:31,user355@gmail.com,audit,reporting_frontend,Unexpected behavior during audit,System event: audit
2018-10-09 10:59:00,user207@yahoo.com,error,billing_legacy,User user207@yahoo.com performed error in billing_legacy,System or application error occurred
2024-06-10 07:56:59,user619@company.org,search_partial,ui_new,Security-related action: search_partial,System event: search_partial
2021-01-20 18:03:12,user852@domain.net,read_partial,ui,Debug information for read_partial,System event: read_partial
2007-07-16 22:21:20,user116@domain.net,delete_partial,reporting_frontend,Security-related action: delete_partial,System event: delete_partial
2010-05-27 08:06:51,user63@yahoo.com,error_attempt,db_backend,Failed to perform error_attempt in db_backend by user63@yahoo.com,System event: error_attempt
2010-07-19 19:19:15,user3@outlook.com,session_end_success,storage_backend,Routine operation: session_end_success,Successful completion of session_end
2013-02-04 09:40:48,user42@yahoo.com,password_reset_failed,messaging_legacy,Action password_reset_failed completed successfully in messaging_legacy,Failed attempt to perform password_reset
2018-04-10 05:45:34,user955@outlook.com,password_reset_complete,reporting_frontend,Action password_reset_complete completed successfully in reporting_frontend,System event: password_reset_complete
2011-09-11 14:16:11,user864@domain.net,session_start_failed,storage_backend,Failed to perform session_start_failed in storage_backend by user864@domain.net,Failed attempt to perform session_start
2024-05-02 13:50:13,user577@domain.net,read_complete,auth,Debug information for read_complete,System event: read_complete
2018-01-09 10:09:33,user625@gmail.com,config_change_attempt,billing,Performance issue detected during config_change_attempt,System event: config_change_attempt
2020-11-21 09:46:14,user368@domain.net,session_end,db_v2,Routine operation: session_end,System event: session_end
2010-11-22 12:32:44,user216@domain.net,login_failed,billing,Security-related action: login_failed,Failed attempt to perform login
2009-08-28 21:14:55,user381@outlook.com,delete_attempt,auth,Debug information for delete_attempt,System event: delete_attempt
2017-01-09 16:31:59,user612@yahoo.com,read_complete,reporting_frontend,Performance issue detected during read_complete,System event: read_complete
2019-09-09 15:11:51,user906@outlook.com,auth_partial,messaging_legacy,auth_partial operation was initiated by user906@outlook.com,System event: auth_partial
2020-11-11 22:19:46,user483@yahoo.com,logout_complete,auth_legacy,Failed to perform logout_complete in auth_legacy by user483@yahoo.com,System event: logout_complete
2023-01-23 17:14:47,user4@gmail.com,error_partial,storage,Security-related action: error_partial,System event: error_partial
2005-10-17 02:58:06,user737@gmail.com,config_change_attempt,reporting_frontend,Unexpected behavior during config_change_attempt,System event: config_change_attempt
2000-12-08 13:01:11,user853@outlook.com,login_complete,network_v2,Failed to perform login_complete in network_v2 by user853@outlook.com,System event: login_complete
2023-09-07 22:07:43,user992@company.org,audit_attempt,db_v2,System recorded audit_attempt for subsystem db_v2,System event: audit_attempt
2007-08-31 17:52:43,user154@domain.net,search_attempt,ui_frontend,Performance issue detected during search_attempt,System event: search_attempt
2021-08-05 01:04:54,user902@outlook.com,restore_attempt,billing_legacy,Security-related action: restore_attempt,System event: restore_attempt
2019-10-07 18:20:28,user414@company.org,create_attempt,reporting_frontend,Debug information for create_attempt,System event: create_attempt
2018-08-29 19:07:42,user934@company.org,backup_success,network,Security-related action: backup_success,Successful completion of backup
2003-11-29 14:00:07,user229@company.org,password_reset_complete,db_backend,User user229@company.org performed password_reset_complete in db_backend,System event: password_reset_complete
2004-08-11 12:11:53,user48@company.org,delete_attempt,ui_new,Action delete_attempt completed successfully in ui_new,System event: delete_attempt
2012-08-25 20:13:10,user463@domain.net,warning_attempt,db,Action warning_attempt completed successfully in db,System event: warning_attempt
2022-02-07 07:03:43,user533@gmail.com,session_start_partial,messaging,System recorded session_start_partial for subsystem messaging,System event: session_start_partial
2012-02-14 19:36:30,user408@domain.net,warning_partial,messaging,Performance issue detected during warning_partial,System event: warning_partial
2017-11-01 03:57:42,user889@yahoo.com,create,network,Routine operation: create,Creation of a new resource
2000-10-27 13:20:45,user893@company.org,warning_complete,auth_legacy,Action warning_complete completed successfully in auth_legacy,System event: warning_complete
2016-04-30 12:48:05,user959@outlook.com,error_success,ui_frontend,Performance issue detected during error_success,Successful completion of error
2001-03-18 08:01:24,user602@company.org,config_change_partial,ui_new,Debug information for config_change_partial,System event: config_change_partial
2018-02-25 07:32:19,user85@outlook.com,login_success,network,login_success operation was initiated by user85@outlook.com,Successful completion of login
2001-09-30 09:29:23,user299@yahoo.com,import_partial,messaging_legacy,Action import_partial completed successfully in messaging_legacy,System event: import_partial
2018-04-20 05:40:38,user418@gmail.com,restore,auth_legacy,restore operation was initiated by user418@gmail.com,System event: restore
2010-03-09 18:48:13,user232@outlook.com,restore_attempt,api,Performance issue detected during restore_attempt,System event: restore_attempt
2004-08-19 21:20:43,user143@yahoo.com,logout_attempt,messaging,Debug information for logout_attempt,System event: logout_attempt
2020-03-08 00:34:47,user956@company.org,auth,ui,Debug information for auth,System event: auth
2000-05-28 19:01:06,user332@outlook.com,audit_attempt,network,audit_attempt operation was initiated by user332@outlook.com,System event: audit_attempt
2021-02-27 12:53:01,user354@yahoo.com,password_reset_failed,network_v2,Performance issue detected during password_reset_failed,Failed attempt to perform password_reset
2002-09-26 00:48:54,user144@outlook.com,create_attempt,storage,Failed to perform create_attempt in storage by user144@outlook.com,System event: create_attempt
2017-06-20 14:51:40,user113@gmail.com,search_failed,monitoring,Security-related action: search_failed,Failed attempt to perform search
